ListingID,ListingDate,Neighborhood,YearBuilt,Renovated,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,GarageSpaces,Condition,SchoolRating,DistanceToCenter_km,CrimeIndex,MedianIncome_k,Price_USD
1000247,2025-02-22,Suburb,1989,0,4,2.0,1997,13886,1,3,3,7,15.94,30.9,52.0,549700
1000248,2025-05-23,Suburb,1955,0,6,3.5,1925,13575,1,3,5,2,19.0,52.0,77.8,609700
1000249,2024-05-13,Uptown,1953,0,6,4.0,2063,7992,1,2,2,10,11.16,51.8,100.1,732300
1000250,2023-03-02,Suburb,1976,0,4,2.5,4188,2351,2,1,2,5,15.04,38.1,78.4,914100
1000251,2023-03-10,Suburb,1983,0,1,4.5,2762,9807,1,2,5,4,8.31,74.8,59.7,670500
1000252,2025-01-09,Rural,1987,0,3,2.5,1064,9645,1,0,5,1,25.37,34.0,50.6,282400
1000253,2025-10-15,Suburb,1960,1,5,2.0,651,4738,1,1,5,2,27.69,43.2,60.2,233500
1000254,2025-08-05,Uptown,1983,1,4,2.5,2419,12863,2,1,2,10,26.42,54.6,86.6,692400
1000255,2024-03-20,Uptown,1965,0,3,1.0,3481,13154,2,3,5,6,10.33,58.4,85.6,863500
1000256,2024-06-29,Rural,1999,0,3,3.5,2273,5499,2,3,3,10,5.42,64.2,60.4,526400
1000257,2023-06-28,Rural,2008,0,1,1.5,2573,7571,2,2,5,10,25.49,51.4,30.0,551100
1000258,2023-03-18,Downtown,1996,1,2,2.0,3454,3571,1,0,5,1,18.9,60.8,87.2,876900
1000259,2025-04-19,Downtown,1940,1,5,2.5,2410,3332,1,1,3,4,16.96,35.0,58.3,678600
1000260,2024-04-14,Suburb,2025,1,2,1.0,3862,4563,1,1,2,9,8.3,58.8,93.2,855700
1000261,2024-06-28,Downtown,1942,0,6,1.0,2860,5994,2,2,5,5,17.83,58.6,61.4,781900
1000262,2024-01-12,Rural,2025,0,1,3.0,3205,4675,2,0,3,6,4.23,67.7,56.3,570700
1000263,2023-12-10,Uptown,1942,0,4,1.0,3392,2953,1,0,3,6,19.71,20.0,81.4,841000
1000264,2025-12-16,Downtown,1984,0,3,2.5,2819,7150,2,2,4,8,26.41,31.4,129.9,871800
1000265,2025-06-13,Waterfront,1949,0,5,2.0,685,9655,1,1,5,10,28.68,57.3,94.5,443300
1000266,2025-01-27,Downtown,1948,0,6,2.0,2081,5429,1,2,1,9,20.38,10.0,81.0,659200
1000267,2024-03-02,Uptown,1998,1,4,1.5,1023,8376,1,0,5,7,1.56,52.4,85.9,467600
1000268,2025-03-01,Downtown,2002,0,4,3.5,2388,4652,2,2,3,6,15.78,60.9,39.5,718200
1000269,2024-01-07,Downtown,1950,0,5,4.5,1029,10795,2,0,1,4,33.26,36.4,53.3,382400
1000270,2024-07-19,Downtown,2023,1,4,1.5,2384,10009,1,0,2,2,6.18,38.5,30.0,585100
1000271,2023-06-08,Downtown,1967,0,2,4.5,1772,14433,3,1,3,8,13.47,28.9,116.1,748700
1000272,2025-02-16,Downtown,1967,0,3,3.0,575,1553,2,1,4,1,26.72,37.2,111.6,310100
1000273,2023-03-08,Downtown,1965,0,2,3.0,962,12915,2,2,3,7,19.55,37.6,86.6,448200
1000274,2025-03-02,Suburb,1979,1,3,3.0,2361,5633,2,0,1,5,36.32,34.8,81.0,543600
1000275,2024-10-23,Suburb,1955,0,4,3.0,791,1737,1,0,3,8,7.4,33.9,43.9,323700
1000276,2023-03-14,Uptown,1976,0,2,3.5,3667,10595,2,2,2,10,5.09,40.9,73.2,953400
1000277,2024-07-08,Uptown,1958,0,2,2.5,3307,3238,2,0,2,6,25.02,40.8,117.4,762400
1000278,2023-09-01,Suburb,1944,0,5,2.5,3125,3297,2,2,4,6,3.24,73.1,80.9,729300
1000279,2024-06-05,Rural,1971,0,3,2.0,1137,14712,1,2,5,5,12.23,39.1,65.6,358800
1000280,2023-01-15,Rural,1997,0,2,1.5,3444,3937,2,0,1,4,13.41,50.2,39.3,593400
1000281,2025-03-02,Downtown,2005,0,5,3.0,2848,8570,3,2,4,1,23.32,36.3,108.4,824000
1000282,2024-07-12,Downtown,1970,1,5,1.0,1945,3649,1,1,3,1,19.53,36.2,76.5,555200
1000283,2024-02-02,Uptown,1967,0,5,2.0,501,2560,3,1,2,8,18.11,19.4,39.4,287300
1000284,2025-08-17,Uptown,2007,0,5,1.0,2457,813,1,0,4,10,10.38,21.4,57.7,653700
1000285,2024-12-07,Suburb,1998,0,6,1.5,3445,1027,1,2,2,1,24.94,26.9,49.9,682900
1000286,2024-10-30,Suburb,2011,1,4,3.0,623,7527,1,2,4,4,45.0,47.8,75.1,249400
1000287,2023-06-11,Downtown,2017,0,2,3.0,694,6963,2,1,3,7,20.22,61.1,82.6,343000
1000288,2024-07-02,Uptown,2010,0,6,2.5,1917,1353,2,3,1,8,14.9,18.2,66.9,548300
1000289,2025-02-06,Suburb,2020,1,2,1.0,2393,5764,1,1,4,8,2.32,36.8,95.1,630400
1000290,2025-10-11,Downtown,1975,0,2,2.5,2255,4676,2,2,5,7,8.26,24.5,79.7,722800
1000291,2024-10-24,Rural,1973,0,5,2.0,2077,8913,1,2,3,1,12.08,41.0,101.4,491300
1000292,2023-07-08,Downtown,1967,0,6,3.0,1444,14927,1,3,4,3,9.19,61.1,70.1,632100
1000293,2025-01-13,Waterfront,1960,0,3,2.5,721,10621,2,3,1,5,13.86,38.3,145.0,525600
1000294,2023-03-23,Downtown,2004,0,5,2.5,615,13842,2,3,2,1,30.0,44.3,65.6,353500
1000295,2023-12-09,Rural,2001,1,6,2.5,865,3529,2,0,2,4,25.22,66.8,58.1,273200
1000296,2025-10-02,Waterfront,2008,0,5,4.5,3055,3854,2,2,4,4,12.57,51.9,55.4,944200
1000297,2025-05-28,Waterfront,1954,0,1,3.5,3408,11462,3,2,2,10,3.13,33.6,73.4,1023900
1000298,2025-09-16,Rural,1982,0,4,2.5,2110,5202,1,2,4,4,26.04,47.4,40.2,416500
1000299,2024-01-22,Rural,1959,0,2,2.5,786,12853,1,1,2,10,13.56,32.6,84.5,309800
1000300,2025-01-18,Suburb,2016,0,6,1.0,2038,7385,1,3,4,8,0.5,51.3,36.1,600300
1000301,2025-02-06,Rural,1962,0,1,4.0,4147,3651,2,0,2,7,20.41,52.7,81.6,733600
1000302,2023-09-27,Downtown,1952,0,6,2.0,1425,12791,2,1,3,9,23.23,24.5,48.3,524400
1000303,2025-10-30,Suburb,1989,0,2,2.0,2317,8617,2,1,1,9,0.5,47.6,69.6,600000
1000304,2025-11-28,Suburb,2015,0,3,4.5,2490,12198,1,0,4,3,6.58,43.2,91.3,707700
1000305,2023-05-01,Rural,2018,0,2,3.0,1721,7222,1,2,1,5,13.01,53.2,128.7,455500
1000306,2025-04-18,Suburb,1948,0,5,1.0,2121,2592,2,0,5,6,20.61,57.5,54.3,494300
1000307,2024-05-05,Uptown,1968,0,3,1.0,2245,10471,3,2,5,10,9.36,52.2,74.7,641100
1000308,2025-01-08,Suburb,1953,0,5,1.0,2254,2567,1,2,3,1,6.51,40.5,62.1,517000
1000309,2024-08-30,Uptown,1966,0,1,3.0,3156,10219,1,1,5,5,20.54,59.0,58.9,728900
1000310,2023-09-02,Downtown,1985,0,3,1.0,2649,6718,1,2,5,3,9.79,31.9,62.3,745000
1000311,2023-04-16,Suburb,1964,0,6,4.0,697,12040,1,0,1,3,18.88,25.2,96.1,358300
1000312,2024-07-16,Suburb,1945,0,6,4.0,523,13156,1,2,4,8,4.0,10.0,67.3,377000
1000313,2025-07-06,Uptown,1983,0,2,2.5,2019,6585,1,3,2,3,1.83,43.9,127.5,621600
1000314,2025-06-20,Uptown,1944,0,3,3.0,3859,13326,2,0,5,8,20.8,32.7,87.2,968400
1000315,2023-10-29,Uptown,1959,1,3,2.0,636,2374,1,2,5,10,16.27,51.0,55.8,314500
1000316,2025-07-31,Uptown,1940,0,4,1.0,763,2324,1,1,5,8,22.3,15.4,69.9,339800
1000317,2024-01-26,Uptown,1947,0,4,3.0,3013,14909,1,1,3,2,9.21,35.3,60.4,774300
1000318,2024-09-07,Suburb,1977,0,1,1.5,2168,8955,2,2,1,2,6.84,52.1,95.6,493600
1000319,2023-12-22,Uptown,2013,0,5,1.0,1353,7200,1,1,1,5,26.25,29.6,41.9,367000
1000320,2024-07-26,Waterfront,2006,0,2,2.0,1267,3010,1,2,1,6,0.5,51.1,48.5,474100
1000321,2024-08-03,Waterfront,1948,1,2,1.0,2961,4904,1,1,5,8,25.26,36.6,65.0,814700
1000322,2025-02-03,Suburb,1942,0,6,2.5,2438,10543,2,1,3,5,25.88,44.5,93.0,613900
1000323,2024-06-01,Uptown,1969,0,5,3.0,2862,12469,2,2,2,2,21.74,53.9,105.1,770700
1000324,2024-08-01,Suburb,1996,0,3,3.5,1537,13814,1,0,3,10,7.81,59.3,108.4,514700
1000325,2024-12-14,Rural,2004,0,6,3.0,2448,6590,1,2,1,10,6.65,46.4,89.7,543400
1000326,2024-04-02,Suburb,2010,0,3,3.5,3682,7258,1,0,3,7,12.11,32.8,76.2,791700
1000327,2024-07-28,Rural,1969,0,4,2.5,1671,3118,2,2,3,7,2.34,38.1,95.5,442300
1000328,2023-04-04,Suburb,1954,0,2,3.5,1966,1979,2,2,4,10,5.34,54.6,52.8,502900
1000329,2025-08-11,Suburb,1942,1,2,2.5,1106,7017,1,1,1,5,19.8,29.7,37.4,293500
1000330,2023-05-19,Uptown,1952,0,3,2.0,2864,9025,1,1,5,2,19.84,42.3,87.6,762200
1000331,2025-08-14,Suburb,1945,0,4,4.0,620,2281,2,1,1,7,4.55,39.2,55.9,265100
1000332,2025-04-13,Downtown,2014,1,5,2.0,1421,6601,2,3,3,5,20.09,43.4,76.6,539600
1000333,2025-11-04,Suburb,1963,0,3,1.0,3139,9910,1,1,2,8,18.09,29.9,80.6,747700
1000334,2023-01-28,Rural,2010,0,6,2.0,571,12315,1,1,4,8,27.59,17.2,83.5,296900
1000335,2023-08-27,Downtown,1987,0,4,2.0,4160,14127,1,2,4,5,19.12,52.8,98.6,1094800
1000336,2023-02-27,Suburb,1986,0,1,2.0,1995,5633,2,1,1,4,23.53,59.5,96.3,433200
1000337,2024-04-02,Downtown,1979,0,5,2.5,1975,6362,2,1,3,5,18.29,18.1,82.3,650300
1000338,2025-09-18,Suburb,2010,0,4,4.0,2485,13224,2,1,3,7,22.82,50.5,68.3,676100
1000339,2025-04-19,Downtown,1943,0,3,2.0,2865,10645,2,0,3,7,2.42,61.2,80.4,809400
1000340,2025-02-10,Waterfront,1947,0,3,2.5,2200,4686,1,2,1,6,12.9,53.9,64.9,649500
1000341,2025-07-18,Downtown,1976,0,2,2.0,3772,10529,1,2,1,6,13.65,38.7,73.7,911600
1000342,2023-01-05,Waterfront,1973,0,4,3.5,4060,3036,1,3,3,10,11.81,30.8,135.6,1269400
1000343,2025-05-13,Rural,1986,0,4,1.5,1241,7176,2,2,2,3,17.99,46.2,82.0,278200
1000344,2023-12-08,Suburb,2003,1,3,1.5,3116,5152,2,1,3,2,19.71,48.7,87.9,669300
1000345,2025-01-27,Rural,1990,0,2,2.5,1613,14896,1,1,1,8,17.53,46.4,62.5,349100
1000346,2025-04-16,Rural,1962,0,3,3.0,4184,1295,1,2,4,10,12.41,42.3,100.4,834800
1000347,2025-01-21,Waterfront,1968,0,3,3.5,1437,12966,2,3,1,7,7.38,28.8,94.7,630700
1000348,2024-04-02,Uptown,2004,0,3,3.0,1592,4793,2,2,4,5,23.87,51.3,94.9,511400
1000349,2024-11-01,Suburb,1957,0,2,3.5,3143,1314,2,1,5,4,17.15,52.1,82.7,660300
1000350,2024-05-28,Downtown,1983,0,4,2.0,3420,10174,1,2,2,5,4.83,48.0,100.8,968000
1000351,2024-11-19,Suburb,1986,0,2,1.0,975,10428,2,2,1,1,12.26,46.7,106.0,284500
1000352,2024-05-17,Downtown,2004,1,4,1.5,2556,2820,2,3,1,6,0.5,70.2,84.2,759600
1000353,2024-03-07,Suburb,2001,0,1,1.0,1779,1344,2,2,2,3,14.32,35.6,75.5,458300
1000354,2023-08-10,Suburb,1979,0,3,2.0,2764,2381,2,1,1,3,12.21,64.2,97.7,627200
1000355,2024-02-29,Suburb,1966,1,5,2.5,2560,6606,2,1,5,6,8.83,34.0,58.1,673500
1000356,2025-03-01,Suburb,1971,1,5,2.0,4148,2680,2,1,5,10,28.26,61.6,62.2,965600
1000357,2025-08-11,Rural,1975,0,5,2.5,3955,10783,2,1,5,3,3.59,63.5,76.8,756000
1000358,2023-04-23,Rural,1958,0,5,2.5,2920,1901,1,3,5,10,20.36,40.6,39.7,621300
1000359,2023-07-20,Suburb,1993,0,1,3.0,3014,12003,1,1,3,6,33.68,69.9,96.2,607700
1000360,2024-07-09,Suburb,1957,0,3,3.0,3826,13220,2,1,2,10,23.7,52.0,56.8,809600
1000361,2025-02-09,Waterfront,1995,0,4,2.0,1179,10980,2,1,3,4,13.72,31.8,67.6,465000
1000362,2023-07-06,Downtown,2004,1,5,2.0,3186,14207,1,2,2,10,3.79,39.4,73.3,990100
1000363,2023-12-23,Downtown,2022,1,4,3.0,3357,14138,1,1,5,7,1.74,62.0,78.9,1037400
1000364,2023-02-20,Downtown,1950,0,6,3.0,971,1461,2,0,3,7,10.3,58.8,70.4,430900
1000365,2023-02-27,Suburb,2005,0,2,2.0,3761,5656,2,2,2,6,7.82,29.1,76.5,842500
1000366,2023-06-06,Suburb,1947,1,1,2.0,3088,11593,3,1,4,5,7.52,42.9,76.7,710200
1000367,2025-03-10,Rural,1969,1,1,3.0,1784,5623,1,1,2,6,11.06,48.1,68.2,408500
1000368,2025-08-10,Suburb,1955,0,4,3.0,2292,11268,2,0,2,9,13.08,37.4,61.0,609300
1000369,2024-06-30,Uptown,1953,0,4,1.5,2312,11795,2,1,2,8,18.37,80.4,101.8,598100
1000370,2023-07-13,Rural,1955,1,2,2.5,3900,14957,1,2,1,1,2.86,48.5,31.7,680000
1000371,2025-10-06,Rural,1943,0,5,4.0,4087,5484,1,2,1,7,7.86,44.1,73.5,789100
1000372,2023-11-02,Uptown,2010,0,5,1.0,3486,5740,3,0,3,9,12.56,62.9,67.7,855600
1000373,2023-06-19,Uptown,1945,1,3,3.5,2913,1144,1,3,5,8,12.24,39.5,87.2,860200
1000374,2023-06-01,Uptown,1974,1,2,1.5,885,4854,2,2,2,5,30.53,60.1,46.0,245000
1000375,2024-01-22,Downtown,2000,1,5,2.5,3885,4783,2,1,4,4,16.09,20.0,67.0,1030200
1000376,2025-03-17,Downtown,2025,1,5,2.5,995,7234,2,0,2,7,0.5,38.2,75.7,486900
1000377,2024-03-11,Waterfront,2013,0,2,1.0,1117,6781,1,1,2,7,17.76,60.7,101.5,447400
1000378,2024-05-03,Suburb,1951,0,2,4.0,757,12964,2,2,1,4,18.91,68.6,85.3,294000
1000379,2024-01-08,Uptown,2024,0,3,2.5,4007,11788,1,1,3,5,12.87,33.4,52.0,933900
1000380,2025-10-31,Suburb,1996,0,4,4.5,2325,11146,2,1,4,4,3.08,31.7,67.3,656300
1000381,2025-01-19,Suburb,1955,0,1,2.0,1373,874,1,2,2,1,29.82,53.5,97.5,320500
1000382,2024-12-29,Waterfront,1978,0,6,4.0,798,7497,2,2,3,1,4.37,35.7,51.6,457600
1000383,2024-04-24,Rural,2018,0,3,4.0,2024,11161,2,2,3,1,19.95,41.0,76.3,439100
1000384,2024-08-05,Suburb,1973,0,3,2.5,3178,4273,1,2,2,5,15.8,58.1,77.8,701800
1000385,2025-08-27,Uptown,1955,0,1,1.5,4180,6833,1,0,4,6,19.41,36.8,69.5,830700
1000386,2024-12-20,Waterfront,2015,0,6,3.0,2544,11124,2,2,3,5,29.36,15.5,137.3,895300
1000387,2025-06-10,Suburb,2021,0,2,2.5,2746,12083,1,1,1,10,19.05,25.5,68.9,614300
1000388,2023-02-14,Waterfront,2023,0,6,4.0,3593,12935,1,0,3,3,8.97,45.1,87.9,1154500
1000389,2025-07-31,Downtown,2022,1,3,2.5,3837,6903,1,3,2,4,23.95,17.0,61.1,966300
1000390,2025-11-07,Rural,2015,0,6,2.0,1535,6479,3,0,4,3,8.32,40.5,89.6,406900
1000391,2025-01-02,Suburb,1979,0,2,1.5,4171,6234,2,0,2,3,15.47,24.1,97.2,840600
1000392,2025-11-14,Downtown,1956,0,1,3.0,2421,10294,1,2,5,6,2.36,69.6,65.1,724000
1000393,2024-09-14,Suburb,1993,0,5,4.5,3942,6758,3,1,4,4,4.7,77.5,76.8,903900
1000394,2023-10-30,Suburb,1958,0,5,1.0,934,6483,1,0,1,4,14.46,29.1,58.3,289700
1000395,2024-10-26,Downtown,1980,0,4,3.5,860,3189,1,2,3,7,17.31,48.9,52.8,374900
1000396,2024-11-19,Suburb,1996,0,1,4.0,3773,7595,1,2,5,9,0.5,30.6,100.8,918400
1000397,2023-06-08,Rural,2021,0,6,1.0,2989,4169,1,2,2,3,18.48,40.4,65.8,540700
1000398,2023-08-10,Uptown,1964,0,3,1.5,1147,8254,1,0,4,2,6.63,72.1,30.0,308500
1000399,2023-11-16,Suburb,1961,0,6,3.0,3812,13419,2,1,4,3,25.52,38.0,116.8,895400
1000400,2024-08-23,Suburb,2003,0,6,3.0,878,11816,1,2,4,6,10.83,40.7,60.4,416700
1000401,2023-06-12,Uptown,1940,0,6,1.0,3025,7588,2,0,1,10,3.89,30.9,72.6,760100
1000402,2025-04-24,Waterfront,1988,0,5,3.5,1258,14681,1,0,2,2,14.68,62.2,114.1,593500
1000403,2023-04-30,Rural,2004,1,5,2.5,761,14720,1,0,2,1,5.75,10.0,74.9,338800
1000404,2025-10-27,Downtown,1987,0,4,4.0,3483,7110,1,1,2,6,25.42,38.4,74.4,935700
1000405,2025-01-10,Waterfront,1973,0,1,4.0,3636,11642,2,0,5,10,14.0,44.3,51.0,1056300
1000406,2024-01-07,Rural,2011,0,3,3.5,891,5661,2,2,1,6,12.63,35.1,42.0,283600
1000407,2024-02-13,Uptown,1971,0,5,2.5,844,13277,1,3,3,10,19.33,58.0,74.3,476400
1000408,2025-01-30,Rural,2001,0,5,2.0,2773,6105,1,0,5,7,4.96,63.0,86.0,600900
1000409,2023-04-08,Downtown,1979,1,4,2.5,606,4467,1,2,5,1,2.4,23.8,84.7,399600
1000410,2025-02-24,Waterfront,1942,1,5,1.5,3261,2701,2,0,4,5,17.68,76.4,67.4,874600
1000411,2024-08-28,Suburb,1985,0,1,3.0,3888,12766,1,0,5,8,4.1,23.7,78.4,940800
1000412,2023-08-31,Suburb,1944,0,3,1.5,3279,5016,2,2,3,6,4.1,64.3,37.6,744600
1000413,2025-09-10,Downtown,2020,1,4,2.5,1353,12349,1,1,4,2,21.53,47.2,88.1,507600
1000414,2024-11-20,Rural,1991,0,6,1.0,1203,2027,1,3,3,2,18.73,37.4,81.6,304400
1000415,2023-06-29,Downtown,1971,0,2,2.0,3018,7913,2,1,1,7,2.72,38.9,121.4,861300
1000416,2024-12-19,Uptown,1981,0,2,2.0,728,6876,1,0,1,5,8.43,44.5,78.2,321300
1000417,2024-03-26,Downtown,1993,0,3,3.0,2490,7031,1,1,5,6,5.87,48.1,57.3,722500
1000418,2025-04-17,Rural,1962,0,2,3.5,2161,3176,3,0,1,4,29.99,31.2,76.9,345500
1000419,2024-06-23,Downtown,1964,0,4,1.0,3255,1848,1,2,2,4,22.15,41.5,70.8,844300
1000420,2025-12-31,Waterfront,1976,1,4,3.5,1249,5719,1,2,4,7,10.21,33.4,87.6,630800
1000421,2025-10-13,Suburb,1962,0,5,4.0,3321,7477,1,1,3,1,19.19,26.8,78.6,771400
1000422,2023-02-14,Downtown,2005,0,6,2.0,3088,12069,1,1,3,5,1.79,32.7,50.3,898600
1000423,2024-03-26,Downtown,1948,0,1,3.0,1383,7367,2,2,5,4,7.95,27.8,42.0,496900
1000424,2023-08-10,Downtown,2011,0,2,2.5,1820,4292,1,2,4,8,14.94,38.7,83.8,568800
1000425,2024-05-08,Suburb,1969,0,2,1.5,744,4527,3,0,5,8,18.07,51.5,108.4,289700
1000426,2023-06-09,Rural,1988,0,2,2.5,2163,9489,2,0,4,5,13.12,46.8,79.7,468700
1000427,2024-08-10,Uptown,1953,0,5,1.0,1464,6986,3,0,5,3,16.23,74.6,95.9,410200
1000428,2023-06-19,Rural,1973,0,1,4.0,920,13597,2,1,4,3,14.71,11.8,100.3,322500
1000429,2024-11-13,Downtown,2004,0,1,4.0,2572,7045,2,1,3,3,12.53,52.0,83.9,717000
1000430,2024-05-12,Rural,1963,0,6,3.5,2600,8850,2,0,5,3,11.33,45.1,60.1,563700
1000431,2025-12-24,Waterfront,1951,0,6,2.5,818,1707,1,1,5,8,10.16,57.2,82.3,478000
1000432,2025-08-20,Rural,1984,0,2,2.5,1186,3552,1,1,1,1,16.09,55.7,104.6,256200
1000433,2024-10-19,Suburb,1953,0,2,4.5,805,12873,2,0,5,1,17.7,42.5,89.7,299300
1000434,2024-05-06,Rural,1967,1,4,2.0,3012,5696,1,3,4,6,15.79,47.6,94.5,643100
1000435,2025-02-23,Downtown,1978,0,4,1.0,1751,6778,2,2,5,3,3.39,33.8,67.8,590600
1000436,2025-01-02,Downtown,1988,0,6,2.5,763,9183,1,1,4,9,5.01,54.2,73.5,441500
1000437,2023-06-02,Downtown,1994,0,3,2.0,1208,1621,2,1,5,8,17.59,16.8,75.4,472900
1000438,2024-02-17,Suburb,1998,0,1,2.0,4111,7994,1,1,2,8,27.25,56.7,76.9,799800
1000439,2025-12-23,Rural,2012,0,3,1.0,1446,5716,3,2,1,5,15.37,44.7,103.7,338500
1000440,2023-12-17,Suburb,1945,0,4,3.0,3033,2910,1,2,1,5,10.29,37.7,30.0,596200
1000441,2023-01-15,Rural,1971,0,4,2.0,2233,6740,1,1,2,5,16.02,41.5,78.7,483000
1000442,2025-07-03,Downtown,1940,0,4,1.5,1172,7144,2,3,2,2,3.77,42.6,76.3,432500
1000443,2025-10-19,Suburb,1940,0,6,1.0,1637,3446,2,2,3,6,25.78,64.5,47.8,403800
1000444,2024-12-19,Downtown,1958,0,5,2.0,552,8512,2,2,1,9,15.68,90.0,92.8,327500
1000445,2024-11-26,Uptown,1991,1,2,4.0,3264,11396,3,1,1,3,7.97,63.3,62.1,794400
1000446,2024-01-20,Suburb,2016,1,3,2.0,1737,4596,1,0,3,1,12.5,36.5,70.1,480500
1000447,2024-01-29,Waterfront,2006,0,5,3.0,2347,14525,2,2,4,6,9.26,54.4,118.7,920800
1000448,2025-09-28,Suburb,1995,1,3,3.5,1065,9497,1,1,1,4,25.81,55.1,100.2,390500
1000449,2025-07-29,Downtown,2006,0,3,2.0,3550,11778,1,2,3,8,12.18,31.1,90.6,1001000
1000450,2024-06-30,Suburb,1954,1,2,3.5,1308,1796,1,2,4,9,15.4,26.1,86.4,465600
1000451,2023-12-10,Downtown,2012,1,2,3.0,2595,11698,1,1,4,10,19.16,44.1,74.4,753100
1000452,2023-07-26,Rural,2016,0,5,2.5,3730,5580,2,1,1,4,7.33,57.1,122.0,729900
1000453,2023-01-12,Suburb,1948,0,6,1.0,3139,10884,2,1,4,10,15.74,20.8,95.6,785300
1000454,2024-06-13,Downtown,1980,1,5,1.0,2732,12221,1,1,1,2,16.47,34.2,61.5,768400
1000455,2024-08-30,Downtown,2011,1,2,4.5,3786,4355,3,2,2,4,0.5,53.6,47.2,994000
1000456,2025-01-09,Downtown,1980,1,1,3.5,1153,4482,1,2,2,3,16.27,45.6,90.5,442800
1000457,2025-06-01,Waterfront,2012,0,1,4.0,4066,1645,1,1,5,10,13.59,66.2,76.8,1147200
1000458,2024-02-07,Suburb,2020,0,3,4.0,2560,9394,2,2,1,7,15.17,23.8,46.6,650800
1000459,2023-07-02,Rural,1980,1,4,1.0,2016,11792,1,1,4,4,14.32,80.3,87.4,458100
1000460,2025-07-13,Suburb,1945,0,6,3.5,1446,6622,1,2,5,2,16.33,21.9,72.1,505800
1000461,2025-04-15,Suburb,1969,0,6,2.5,3256,3086,2,1,5,8,26.04,14.6,89.7,737000
1000462,2024-08-07,Downtown,1958,0,1,3.5,4112,5294,1,2,2,7,3.38,44.1,87.7,1031100
1000463,2023-02-12,Waterfront,1980,0,5,1.0,3054,6520,1,2,1,9,10.92,28.0,64.6,845800
1000464,2024-05-27,Uptown,1990,0,2,2.0,621,13809,2,1,2,5,20.0,44.4,91.9,318300
1000465,2024-11-09,Suburb,1979,0,2,3.5,2236,2561,1,1,4,2,18.33,43.9,67.0,533300
1000466,2025-07-30,Suburb,1956,0,4,3.5,3210,5674,2,2,1,4,18.13,42.1,68.5,727600
1000467,2024-07-10,Suburb,1965,0,1,3.0,1970,9861,2,1,4,7,38.78,32.4,66.3,434100
1000468,2024-05-22,Waterfront,1998,1,3,2.0,3360,4161,1,2,2,3,19.53,51.5,102.9,940200
1000469,2024-02-21,Downtown,1942,0,4,2.0,3117,13364,1,3,4,1,24.18,40.2,71.8,833100
1000470,2024-03-30,Suburb,1958,0,2,4.5,748,13712,1,2,4,9,11.24,61.6,108.2,448700
1000471,2023-01-18,Suburb,2016,0,4,2.5,2565,6197,2,1,3,6,5.06,42.3,117.2,736000
1000472,2023-04-24,Suburb,1948,1,3,2.5,1136,11393,1,2,4,4,11.17,30.5,61.7,433400
1000473,2025-04-08,Downtown,1975,0,5,2.5,2300,11534,3,3,5,6,20.41,19.7,30.0,717300
1000474,2024-02-02,Downtown,1957,0,2,2.5,1922,10482,1,2,2,8,17.66,42.4,101.0,660000
1000475,2025-07-21,Uptown,1948,0,1,2.5,3486,3448,2,0,3,1,17.63,26.0,70.5,748700
1000476,2024-03-11,Uptown,1976,0,4,2.5,3713,1503,1,0,4,5,12.07,24.8,58.9,860800
1000477,2025-12-28,Suburb,1984,0,2,3.5,2207,5730,1,2,5,3,10.64,52.9,65.0,557900
1000478,2023-07-17,Suburb,1955,1,5,4.0,2487,2663,1,1,3,1,12.38,18.3,68.9,611500
1000479,2023-07-26,Suburb,1946,0,1,4.0,2817,4951,2,1,2,1,20.52,66.2,106.5,608400
1000480,2024-10-06,Suburb,1951,0,4,2.5,2925,9865,3,1,5,5,21.57,47.4,81.5,666700
1000481,2025-05-29,Suburb,1996,1,6,2.5,2851,9161,1,2,5,6,4.94,44.3,106.2,835000
1000482,2023-06-07,Downtown,2013,0,1,3.0,3397,3774,1,1,3,6,20.86,29.5,88.9,885500
1000483,2024-07-05,Suburb,1955,1,2,3.5,4134,1051,1,2,1,8,8.14,56.5,71.2,919000
1000484,2023-09-03,Uptown,1967,0,6,2.5,3564,4004,1,2,2,5,18.22,45.0,69.4,817900
1000485,2025-03-18,Downtown,1969,0,4,3.0,998,7258,2,3,3,6,12.27,34.7,90.4,535400
1000486,2024-09-06,Suburb,1971,1,2,3.5,2262,11864,2,2,4,9,28.09,48.0,96.0,574900
1000487,2024-12-18,Suburb,1961,0,2,3.0,2207,5985,2,1,4,7,10.24,19.8,99.9,573200
1000488,2023-10-22,Uptown,1944,0,5,3.5,2383,4860,1,2,5,10,15.61,20.5,72.2,717200
1000489,2023-11-13,Suburb,1985,1,6,1.5,2455,8629,1,0,1,3,19.46,28.2,81.9,627000
1000490,2024-12-02,Suburb,1970,0,3,2.5,3157,1816,2,3,3,8,6.13,50.2,90.8,761000
1000491,2024-01-22,Suburb,1969,0,3,3.0,2058,4001,1,1,4,7,13.34,45.0,69.6,531000
1000492,2025-01-26,Suburb,1962,0,5,1.0,1474,1317,2,2,5,6,11.6,60.7,53.0,400400
1000493,2023-06-18,Suburb,2019,0,2,3.5,2193,8264,1,2,1,1,9.38,31.2,60.3,495100
1000494,2023-11-27,Uptown,1992,0,2,3.0,3662,7093,1,0,5,6,10.04,53.6,72.7,916700
